 3696.00000, 10481.00000, 1566, 28611268,10.0 Wavelength region, lines selected, lines processed, Vmicro
                                                                     Lande factors       Damping parameters  Central
Spec Ion       WL_air(A)  log gf* E_low(eV) J lo E_up(eV)  J up  lower   upper    mean   Rad.   Stark  Waals  depth
'Si 3',        4819.7120,  0.750, 25.9820,  3.0, 28.5538,  4.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.175,
'  LS                                                            3s.4f                  3F*'
'  LS                                                              3s.5g                 3G'
'_          Li 1 - K 5 Bell Si+2             5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Si 3',        4819.8140, -0.210, 25.9820,  3.0, 28.5537,  3.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.034,
'  LS                                                            3s.4f                  3F*'
'  LS                                                              3s.5g                 3G'
'_          Li 1 - K 5 Bell Si+2             5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Si 3',        4828.9510,  1.090, 25.9871,  4.0, 28.5539,  5.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.242,
'  LS                                                            3s.4f                  3F*'
'  LS                                                              3s.5g                 3G'
'_          Li 1 - K 5 Bell Si+2             5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Si 3',        4829.0300, -0.560, 25.9871,  4.0, 28.5538,  4.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.016,
'  LS                                                            3s.4f                  3F*'
'  LS                                                              3s.5g                 1G'
'_          Li 1 - K 5 Bell Si+2             5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Si 3',        4829.1110, -0.460, 25.9871,  4.0, 28.5538,  4.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.020,
'  LS                                                            3s.4f                  3F*'
'  LS                                                              3s.5g                 3G'
'_          Li 1 - K 5 Bell Si+2             5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'O 2',         4843.2560,  0.140, 31.6931,  0.5, 34.2524,  1.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.046,
'  LS                                                             2s2.2p2.(1D).3d        2S'
'  LK                                                           2s2.2p2.(1D).4f.\ P   2[1]*'
'_          Li 1 - K 5 Bell O+               5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'O 2',         4843.2560, -0.160, 31.6931,  0.5, 34.2524,  0.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.025,
'  LS                                                             2s2.2p2.(1D).3d        2S'
'  LK                                                           2s2.2p2.(1D).4f.\ P   2[1]*'
'_          Li 1 - K 5 Bell O+               5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'O 2',         4856.3950, -0.926, 26.3047,  1.5, 28.8570,  2.5, 99.000, 99.000, 99.000, 9.020, 0.000, 0.000, 0.046,
'  LS                                                          2s2.2p2.(3P).3p          4S*'
'  LS                                                              2s2.2p2.(3P).3d       4D'
'NC         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'O 2',         4856.7580, -0.849, 26.3047,  1.5, 28.8568,  1.5, 99.000, 99.000, 99.000, 9.220, 0.000, 0.000, 0.053,
'  LS                                                          2s2.2p2.(3P).3p          4S*'
'  LS                                                              2s2.2p2.(3P).3d       4D'
'NC         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 3',         4858.6970, -0.200, 38.3925,  0.5, 40.9436,  1.5, 99.000, 99.000, 99.000, 8.120, 0.000, 0.000, 0.012,
'  LS                                                             2s.2p.(3P*).3p         4D'
'  LS                                                             2s.2p.(3P*).3d        4F*'
'_          Li 1 - K 5 Bell N+2              5 wl:WSG   5 gf:WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG'
'N 3',         4858.8200, -0.210, 38.3925,  0.5, 40.9436,  1.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.012,
'  LS                                                           2s.2p.(3P*).3p           4D'
'  LS                                                             2s.2p.(3P*).3d        4F*'
'NB         CNO, Na 1, Mg 1:N+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'N 3',         4858.9800, -0.004, 38.3969,  1.5, 40.9478,  2.5, 99.000, 99.000, 99.000, 8.120, 0.000, 0.000, 0.017,
'  LS                                                           2s.2p.(3P*).3p           4D'
'  LS                                                             2s.2p.(3P*).3d        4F*'
'NB         CNO, Na 1, Mg 1:N+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'He 2',        4859.3200,  0.014, 51.0168,  3.5, 53.5675,  4.5, 99.000, 99.000, 99.000,10.000, 0.000, 0.000, 0.079,
'                                                                                       n=4'
'                                                                                      n= 8'
'_          He Kurucz NLTE  He+              1 wl:CDROM18   1 gf:CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18'
'O 2',         4860.9680, -0.176, 28.8239,  0.5, 31.3738,  1.5, 99.000, 99.000, 99.000, 9.480,-4.450, 0.000, 0.072,
'  LS                                                          2s2.2p2.(1D).3p          2P*'
'  LS                                                              2s2.2p2.(1D).3d       2D'
'NC         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 3',         4861.2700,  0.179, 38.4045,  2.5, 40.9543,  3.5, 99.000, 99.000, 99.000, 8.120, 0.000, 0.000, 0.023,
'  LS                                                           2s.2p.(3P*).3p           4D'
'  LS                                                             2s.2p.(3P*).3d        4F*'
'NB         CNO, Na 1, Mg 1:N+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'H 1',         4861.2786, -0.613, 10.1988,  0.5, 12.7485,  1.5, 99.000, 99.000, 99.000, 8.000, 2.000, 4.000, 0.427,
'                                                                                    2p 2P*'
'                                                                                     4d 2D'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         4861.2869, -0.863, 10.1988,  0.5, 12.7485,  1.5, 99.000, 99.000, 99.000, 8.000, 2.000, 4.000, 0.411,
'                                                                                     2s 2S'
'                                                                                    4p 2P*'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         4861.2884, -2.215, 10.1988,  0.5, 12.7485,  0.5, 99.000, 99.000, 99.000, 8.000, 2.000, 4.000, 0.286,
'                                                                                    2p 2P*'
'                                                                                     4s 2S'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         4861.2978, -1.164, 10.1988,  0.5, 12.7485,  0.5, 99.000, 99.000, 99.000, 8.000, 2.000, 4.000, 0.390,
'                                                                                     2s 2S'
'                                                                                    4p 2P*'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         4861.3615, -0.358, 10.1989,  1.5, 12.7485,  2.5, 99.000, 99.000, 99.000, 8.000, 2.000, 4.000, 0.442,
'                                                                                    2p 2P*'
'                                                                                     4d 2D'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         4861.3651, -1.312, 10.1989,  1.5, 12.7485,  1.5, 99.000, 99.000, 99.000, 8.000, 2.000, 4.000, 0.378,
'                                                                                    2p 2P*'
'                                                                                     4d 2D'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         4861.3749, -1.914, 10.1989,  1.5, 12.7485,  0.5, 99.000, 99.000, 99.000, 8.000, 2.000, 4.000, 0.322,
'                                                                                    2p 2P*'
'                                                                                     4s 2S'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'O 2',         4864.8790, -1.242, 26.3047,  1.5, 28.8526,  0.5, 99.000, 99.000, 99.000, 9.390, 0.000, 0.000, 0.024,
'  LS                                                          2s2.2p2.(3P).3p          4S*'
'  LS                                                              2s2.2p2.(3P).3d       4D'
'NC         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 3',         4867.1500,  0.342, 38.4165,  3.5, 40.9631,  4.5, 99.000, 99.000, 99.000, 8.120, 0.000, 0.000, 0.030,
'  LS                                                           2s.2p.(3P*).3p           4D'
'  LS                                                             2s.2p.(3P*).3d        4F*'
'NB         CNO, Na 1, Mg 1:N+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'O 2',         4871.5200,  0.078, 28.8297,  1.5, 31.3741,  2.5, 99.000, 99.000, 99.000, 9.480,-4.450, 0.000, 0.109,
'  LS                                                          2s2.2p2.(1D).3p          2P*'
'  LS                                                              2s2.2p2.(1D).3d       2D'
'NC         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'O 2',         4872.0050, -0.876, 28.8297,  1.5, 31.3738,  1.5, 99.000, 99.000, 99.000, 9.480,-4.450, 0.000, 0.018,
'  LS                                                          2s2.2p2.(1D).3p          2P*'
'  LS                                                              2s2.2p2.(1D).3d       2D'
'ND         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'Ne 2',        4874.3210,  1.040, 39.4498,  5.5, 41.9927,  4.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.025,
'  JK                                                           2s2.2p4.(3P<2>).6g     2[5]'
'  JK                                                           2s2.2p4.(1D<2>).5f    2[4]*'
'_          Li 1 - K 5 Bell Ne+              5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Ne 2',        4874.4250,  0.950, 39.4498,  4.5, 41.9927,  3.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.021,
'  JK                                                           2s2.2p4.(3P<2>).6g     2[4]'
'  JK                                                           2s2.2p4.(1D<2>).5f    2[4]*'
'_          Li 1 - K 5 Bell Ne+              5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Ne 2',        4877.9050,  0.670, 39.4497,  4.5, 41.9908,  3.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.012,
'  JK                                                           2s2.2p4.(3P<2>).6g     2[5]'
'  JK                                                           2s2.2p4.(1D<2>).5f    2[3]*'
'_          Li 1 - K 5 Bell Ne+              5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Zn 3',        4879.2100,  0.335, 27.0096,  2.0, 29.5499,  2.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.011,
'  JJ                                               3d9.(2D<3/2>).5s.<1/2>        (3/2,1/2)'
'  LS                                                  3d9.5p                           1D*'
'_          Cu 1 - Ba 2 BellZn+2             6 wl:KP   6 gf:KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP'
'O 2',         4890.8580, -0.437, 26.3047,  1.5, 28.8390,  0.5, 99.000, 99.000, 99.000, 9.610,-5.450, 0.000, 0.107,
'  LS                                                          2s2.2p2.(3P).3p          4S*'
'  LS                                                              2s2.2p2.(3P).3d       4P'
'NC+        CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         4895.1170, -1.484, 17.8770,  2.0, 20.4091,  1.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.011,
'  LS                                                          2s.2p3                   1D*'
'  LS                                                              2s2.2p.3p             1P'
'ND         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'Ne 2',        4899.6050,  1.150, 39.4514,  5.5, 41.9812,  4.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.031,
'  JK                                                           2s2.2p4.(3P<2>).6g     2[6]'
'  JK                                                           2s2.2p4.(1D<2>).5f    2[5]*'
'_          Li 1 - K 5 Bell Ne+              5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Ne 2',        4899.6050,  1.220, 39.4514,  6.5, 41.9812,  5.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.035,
'  JK                                                           2s2.2p4.(3P<2>).6g     2[6]'
'  JK                                                           2s2.2p4.(1D<2>).5f    2[5]*'
'_          Li 1 - K 5 Bell Ne+              5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'O 2',         4906.8330, -0.161, 26.3047,  1.5, 28.8308,  1.5, 99.000, 99.000, 99.000, 9.610,-5.450, 0.000, 0.158,
'  LS                                                          2s2.2p2.(3P).3p          4S*'
'  LS                                                              2s2.2p2.(3P).3d       4P'
'NC+        CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'He 1',        4921.9310, -0.435, 21.2180,  1.0, 23.7363,  2.0, 99.000, 99.000, 99.000, 0.000,-3.600, 0.000, 0.348,
'  LS                                                            1s.2p                  1P*'
'  LS                                                              1s.4d                 1D'
'_          He Kurucz NLTE  He               1 wl:WSG   1 gf:WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG'
'O 2',         4924.5310,  0.074, 26.3047,  1.5, 28.8217,  2.5, 99.000, 99.000, 99.000, 9.610,-5.450, 0.000, 0.203,
'  LS                                                          2s2.2p2.(3P).3p          4S*'
'  LS                                                              2s2.2p2.(3P).3d       4P'
'NC+        CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'O 2',         4941.0690, -0.053, 26.5537,  0.5, 29.0622,  1.5, 99.000, 99.000, 99.000, 9.360,-5.450, 0.000, 0.168,
'  LS                                                          2s2.2p2.(3P).3p          2P*'
'  LS                                                              2s2.2p2.(3P).3d       2D'
'NB         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'O 2',         4943.0030,  0.367, 26.5611,  1.5, 29.0686,  2.5, 99.000, 99.000, 99.000, 9.360,-5.450, 0.000, 0.246,
'  LS                                                            2s2.2p2.(3P).3p        2P*'
'  LS                                                              2s2.2p2.(3P).3d       2D'
'_          Li 1 - K 5 Bell O+               5 wl:WSG   5 gf:WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG'
'O 2',         4943.9990,  0.239, 26.5611,  1.5, 29.0687,  2.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.224,
'  LS                                                          2s2.2p2.(3P).3p          2P*'
'  LS                                                              2s2.2p2.(3P).3d       2D'
'NB         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'Si 4',        4950.1110, -0.370, 36.4165,  3.5, 38.9205,  2.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.015,
'  LS                                                            2p6.5f                 2F*'
'  LS                                                              2p6.6d                2D'
'_          Li 1 - K 5 Bell Si+3             5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Si 4',        4950.1110, -0.530, 36.4165,  2.5, 38.9205,  1.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.011,
'  LS                                                            2p6.5f                 2F*'
'  LS                                                              2p6.6d                2D'
'_          Li 1 - K 5 Bell Si+3             5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'O 2',         4955.7050, -0.574, 26.5611,  1.5, 29.0622,  1.5, 99.000, 99.000, 99.000, 9.360,-5.450, 0.000, 0.077,
'  LS                                                          2s2.2p2.(3P).3p          2P*'
'  LS                                                              2s2.2p2.(3P).3d       2D'
'NB         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'C 2',         4964.7356, -0.314, 22.5705,  1.5, 25.0671,  1.5,  1.330,  1.330,  1.330, 9.500,-6.340,-7.720, 0.023,
'  LS                                                                     2s.2p.(3P*).3p 2P'
'  LS                                                                    2s.2p.(3P*).3d 2P*'
'_      A   Kurucz C II 2014C+               8 wl:K14   8 gf:K14   8 K14   8 K14   8 K14   8 K14   8 K14   8 K14   8 K14'
'Zn 3',        4970.7690,  0.339, 26.6988,  2.0, 29.1924,  2.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.012,
'  JJ                                               3d9.(2D<5/2>).5s.<1/2>        (5/2,1/2)'
'  LS                                                  3d9.5p                           3D*'
'_          Cu 1 - Ba 2 BellZn+2             6 wl:KP   6 gf:KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP'
'N 2',         4987.3760, -0.584, 20.9400,  1.0, 23.4252,  0.0, 99.000, 99.000, 99.000, 9.340,-5.430, 0.000, 0.019,
'  LS                                                           2s2.2p.3p                3S'
'  LS                                                             2s2.2p.3d             3P*'
'NB+        CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         4994.3700, -0.098, 20.9400,  1.0, 23.4218,  1.0, 99.000, 99.000, 99.000, 9.340,-5.430, 0.000, 0.053,
'  LS                                                           2s2.2p.3p                3S'
'  LS                                                             2s2.2p.3d             3P*'
'NB+        CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         5001.1340,  0.258, 20.6461,  1.0, 23.1245,  2.0, 99.000, 99.000, 99.000, 8.450,-5.470, 0.000, 0.111,
'  LS                                                           2s2.2p.3p                3D'
'  LS                                                             2s2.2p.3d             3F*'
'NA         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         5001.4740,  0.435, 20.6536,  2.0, 23.1319,  3.0, 99.000, 99.000, 99.000, 8.430,-5.470, 0.000, 0.143,
'  LS                                                           2s2.2p.3p                3D'
'  LS                                                             2s2.2p.3d             3F*'
'NA         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         5002.7030, -1.028, 18.4623,  0.0, 20.9400,  1.0, 99.000, 99.000, 99.000, 9.150,-4.000, 0.000, 0.021,
'  LS                                                          2s2.2p.3s                3P*'
'  LS                                                              2s2.2p.3p             3S'
'NB         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         5005.1500,  0.587, 20.6655,  3.0, 23.1420,  4.0, 99.000, 99.000, 99.000, 8.250,-5.470, 0.000, 0.173,
'  LS                                                           2s2.2p.3p                3D'
'  LS                                                             2s2.2p.3d             3F*'
'NA         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         5007.3280,  0.145, 20.9400,  1.0, 23.4153,  2.0, 99.000, 99.000, 99.000, 9.330,-5.430, 0.000, 0.083,
'  LS                                                           2s2.2p.3p                3S'
'  LS                                                             2s2.2p.3d             3P*'
'NB+        CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         5010.6210, -0.625, 18.4662,  1.0, 20.9400,  1.0, 99.000, 99.000, 99.000, 9.220,-4.000, 0.000, 0.050,
'  LS                                                          2s2.2p.3s                3P*'
'  LS                                                              2s2.2p.3p             3S'
'NB         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         5012.0360,  0.136, 25.5066,  3.0, 27.9797,  3.0, 99.000, 99.000, 99.000, 8.820, 0.000, 0.000, 0.013,
'  LS                                                           2s.2p2.(4P).3s           5P'
'  LS                                                             2s.2p2.(4P).3p        5P*'
'NC+        CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'He 1',        5015.6780, -0.820, 20.6158,  0.0, 23.0870,  1.0, 99.000, 99.000, 99.000, 0.000,-4.300, 0.000, 0.317,
'  LS                                                             1s.2s                  1S'
'  LS                                                             1s.3p                 1P*'
'_          He Kurucz NLTE  He               1 wl:WSG   1 gf:WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG'
'N 2',         5016.3810, -0.524, 20.6536,  2.0, 23.1245,  2.0, 99.000, 99.000, 99.000, 8.450,-5.470, 0.000, 0.025,
'  LS                                                           2s2.2p.3p                3D'
'  LS                                                             2s2.2p.3d             3F*'
'NA         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'N 2',         5025.6590, -0.558, 20.6655,  3.0, 23.1319,  3.0, 99.000, 99.000, 99.000, 8.430,-5.470, 0.000, 0.023,
'  LS                                                           2s2.2p.3p                3D'
'  LS                                                             2s2.2p.3d             3F*'
'NA         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'C 2',         5032.1275, -0.143, 20.9221,  1.5, 23.3853,  2.5,  1.330,  1.200,  1.100, 9.440,-4.820,-7.320, 0.063,
'  LS                                                          2p3                      2P*'
'  LS                                                              2s.2p.(3P*).3p        2D'
'NB         Kurucz C II 2014C+               8 wl:K14   4 gf:NIST10   4 NIST10   4 NIST10   8 K14   8 K14   8 K14   8 K14   4 NIST10'
'C 2',         5035.9425, -0.399, 20.9198,  0.5, 23.3811,  1.5,  0.670,  0.800,  0.830, 9.440,-4.900,-7.320, 0.038,
'  LS                                                          2p3                      2P*'
'  LS                                                              2s.2p.(3P*).3p        2D'
'NB         Kurucz C II 2014C+               8 wl:K14   4 gf:NIST10   4 NIST10   4 NIST10   8 K14   8 K14   8 K14   8 K14   4 NIST10'
'Ne 2',        5039.7610,  0.800, 39.5314,  4.5, 41.9908,  3.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.013,
'  JK                                                           2s2.2p4.(3P<1>).6g     2[4]'
'  JK                                                           2s2.2p4.(1D<2>).5f    2[3]*'
'_          Li 1 - K 5 Bell Ne+              5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'N 2',         5045.0990, -0.413, 18.4831,  2.0, 20.9400,  1.0, 99.000, 99.000, 99.000, 9.140,-4.000, 0.000, 0.074,
'  LS                                                          2s2.2p.3s                3P*'
'  LS                                                              2s2.2p.3p             3S'
'NB         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'He 1',        5047.7380, -1.602, 21.2180,  1.0, 23.6736,  0.0, 99.000, 99.000, 99.000, 0.000,-3.950, 0.000, 0.185,
'  LS                                                            1s.2p                  1P*'
'  LS                                                              1s.4s                 1S'
'_          He Kurucz NLTE  He               1 wl:WSG   1 gf:WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG'
'Zn 3',        5050.1430,  0.509, 27.0096,  2.0, 29.4639,  3.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.014,
'  JJ                                               3d9.(2D<3/2>).5s.<1/2>        (3/2,1/2)'
'  LS                                                  3d9.5p                           1F*'
'_          Cu 1 - Ba 2 BellZn+2             6 wl:KP   6 gf:KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP'
'Fe 3',        5073.8852, -2.530,  8.6526,  1.0, 11.0955,  1.0,  1.520,  2.500,  2.010, 9.060,-6.680,-7.940, 0.015,
'  LS                                                                        3d5.(4D).4s 5D'
'  LS                                                                       3d5.(6S).4p 5P*'
'_          Kurucz FeIII 201Fe+2            13 wl:K10  13 gf:K10  13 K10  13 K10  13 K10  13 K10  13 K10  13 K10  13 K10'
'Zn 3',        5075.2430,  0.629, 26.6415,  3.0, 29.0837,  4.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.019,
'  JJ                                               3d9.(2D<5/2>).5s.<1/2>        (5/2,1/2)'
'  LS                                                  3d9.5p                           3F*'
'_          Cu 1 - Ba 2 BellZn+2             6 wl:KP   6 gf:KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP'
'Fe 3',        5078.9221, -0.085, 20.8702,  3.0, 23.3107,  4.0,  1.670,  1.500,  1.240, 9.270,-6.150,-7.700, 0.012,
'  LS                                                                       3d5.(6S).5p 5P*'
'  LS                                                                        3d5.(4D).5s 5D'
'_          Kurucz FeIII 201Fe+2            13 wl:K10  13 gf:K10  13 K10  13 K10  13 K10  13 K10  13 K10  13 K10  13 K10'
'Fe 3',        5086.7059, -2.563,  8.6588,  2.0, 11.0955,  1.0,  1.510,  2.500,  1.020, 9.060,-6.680,-7.940, 0.014,
'  LS                                                                        3d5.(4D).4s 5D'
'  LS                                                                       3d5.(6S).4p 5P*'
