 3696.00000, 10481.00000, 1566, 28611268,10.0 Wavelength region, lines selected, lines processed, Vmicro
                                                                     Lande factors       Damping parameters  Central
Spec Ion       WL_air(A)  log gf* E_low(eV) J lo E_up(eV)  J up  lower   upper    mean   Rad.   Stark  Waals  depth
'  LS                                                              2s2.2p2.(3P).4s       4P'
'NB         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'O 2',         3762.6310, -0.640, 26.3047,  1.5, 29.5989,  1.5, 99.000, 99.000, 99.000, 8.840,-5.060, 0.000, 0.116,
'  LS                                                            2s2.2p2.(3P).3p        4S*'
'  LS                                                              2s2.2p2.(3P).4s       4P'
'_          Li 1 - K 5 Bell O+               5 wl:WSG   5 gf:WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG'
'Ne 2',        3766.2613, -0.430, 27.2329,  1.5, 30.5240,  2.5, 99.000, 99.000, 99.000, 0.000,-5.700, 0.000, 0.174,
'  LS                                                        2s2.2p4.(3P).3s             4P'
'  LS                                                        2s2.2p4.(3P).3p            4P*'
'ND         Ne 1-9 NIST dataNe+              2 wl:NIST10   2 gf:NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   5 KP   2 NIST10   2 NIST10'
'He 1',        3768.7840, -2.312, 21.2180,  1.0, 24.5069,  2.0, 99.000, 99.000, 99.000, 9.300, 0.000, 0.000, 0.120,
'  LS                                                            1s.2p                  1P*'
'  LS                                                              1s.13d                1D'
'_          He Kurucz NLTE  He               1 wl:K   1 gf:K   1 K   1 K   1 K   1 K   1 K   1 K   1 K'
'He 2',        3769.0800, -1.623, 51.0168,  3.5, 54.3053,  4.5, 99.000, 99.000, 99.000,10.000, 0.000, 0.000, 0.032,
'                                                                                       n=4'
'                                                                                      n=22'
'_          He Kurucz NLTE  He+              1 wl:CDROM18   1 gf:CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18'
'H 1',         3770.6030, -2.265, 10.1988,  0.5, 13.4861,  1.5, 99.000, 99.000, 99.000, 8.000, 2.000,11.000, 0.329,
'                                                                                    2p 2P*'
'                                                                                    11d 2D'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3770.6033, -3.781, 10.1988,  0.5, 13.4861,  0.5, 99.000, 99.000, 99.000, 8.000, 2.000,11.000, 0.027,
'                                                                                    2p 2P*'
'                                                                                    11s 2S'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3770.6080, -2.405, 10.1988,  0.5, 13.4861,  1.5, 99.000, 99.000, 99.000, 8.000, 2.000,11.000, 0.293,
'                                                                                     2s 2S'
'                                                                                   11p 2P*'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3770.6083, -2.706, 10.1988,  0.5, 13.4861,  0.5, 99.000, 99.000, 99.000, 8.000, 2.000,11.000, 0.204,
'                                                                                     2s 2S'
'                                                                                   11p 2P*'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3770.6549, -2.010, 10.1989,  1.5, 13.4861,  2.5, 99.000, 99.000, 99.000, 8.000, 2.000,11.000, 0.391,
'                                                                                    2p 2P*'
'                                                                                    11d 2D'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3770.6550, -2.964, 10.1989,  1.5, 13.4861,  1.5, 99.000, 99.000, 99.000, 8.000, 2.000,11.000, 0.138,
'                                                                                    2p 2P*'
'                                                                                    11d 2D'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3770.6553, -3.480, 10.1989,  1.5, 13.4861,  0.5, 99.000, 99.000, 99.000, 8.000, 2.000,11.000, 0.050,
'                                                                                    2p 2P*'
'                                                                                    11s 2S'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'He 1',        3770.7510, -3.410, 21.2180,  1.0, 24.5052,  0.0, 99.000, 99.000, 99.000, 9.300, 0.000, 0.000, 0.014,
'  LS                                                            1s.2p                  1P*'
'  LS                                                              1s.13s                1S'
'_          He Kurucz NLTE  He               1 wl:K   1 gf:K   1 K   1 K   1 K   1 K   1 K   1 K   1 K'
'Zn 3',        3770.8480,  0.464, 29.3902,  2.0, 32.6772,  1.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.015,
'  LS                                              3d9.5p                               3F*'
'  JJ                                                   3d9.(2D<3/2>).6s.<1/2>    (3/2,1/2)'
'_          Cu 1 - Ba 2 BellZn+2             6 wl:KP   6 gf:KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP'
'N 3',         3771.0500, -0.322, 35.6711,  2.5, 38.9580,  1.5, 99.000, 99.000, 99.000, 8.070, 0.000, 0.000, 0.049,
'  LS                                                          2s.2p.(3P*).3s           4P*'
'  LS                                                              2s.2p.(3P*).3p        4S'
'NB         CNO, Na 1, Mg 1:N+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'Si 4',        3773.1500, -0.010, 30.9971,  1.5, 34.2821,  0.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.191,
'  LS                                                             2p6.4d                 2D'
'  LS                                                             2p6.5p                2P*'
'_          Li 1 - K 5 Bell Si+3             5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'O 3',         3774.0260, -0.601, 33.1505,  1.0, 36.4348,  1.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.141,
'  LS                                                          2s2.2p.(2P*).3s          3P*'
'  LS                                                              2s2.2p.(2P*).3p       3D'
'NC+        CNO, Na 1, Mg 1:O+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 KP   5 KP   5 KP   5 KP   4 NIST10'
'S 3',         3774.5260, -1.190, 18.2939,  1.0, 21.5777,  1.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.069,
'  LS                                                            3s2.3p.3d              3D*'
'  LS                                                              3s2.3p.4p             3S'
'_          Li 1 - K 5 Bell S+2              5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Ne 2',        3777.1359, -0.440, 27.2700,  0.5, 30.5516,  1.5, 99.000, 99.000, 99.000, 0.000,-5.700, 0.000, 0.170,
'  LS                                                        2s2.2p4.(3P).3s             4P'
'  LS                                                        2s2.2p4.(3P).3p            4P*'
'ND         Ne 1-9 NIST dataNe+              2 wl:NIST10   2 gf:NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   5 KP   2 NIST10   2 NIST10'
'O 2',         3777.4210, -1.016, 26.3047,  1.5, 29.5860,  0.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.057,
'  LS                                                          2s2.2p2.(3P).3p          4S*'
'  LS                                                              2s2.2p2.(3P).4s       4P'
'NB         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'O 2',         3777.5910, -0.970, 26.3047,  1.5, 29.5859,  0.5, 99.000, 99.000, 99.000, 8.830,-5.060, 0.000, 0.062,
'  LS                                                            2s2.2p2.(3P).3p        4S*'
'  LS                                                              2s2.2p2.(3P).4s       4P'
'_          Li 1 - K 5 Bell O+               5 wl:WSG   5 gf:WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG'
'S 3',         3778.9030, -0.290, 18.1930,  1.0, 21.4730,  2.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.286,
'  LS                                                            3s2.3p.4s              3P*'
'  LS                                                              3s2.3p.4p             3P'
'_          Li 1 - K 5 Bell S+2              5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'He 2',        3781.6890, -1.558, 51.0168,  3.5, 54.2944,  4.5, 99.000, 99.000, 99.000,10.000, 0.000, 0.000, 0.035,
'                                                                                       n=4'
'                                                                                      n=21'
'_          He Kurucz NLTE  He+              1 wl:CDROM18   1 gf:CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18'
'He 1',        3784.8620, -2.208, 21.2180,  1.0, 24.4929,  2.0, 99.000, 99.000, 99.000, 9.300,-1.500, 0.000, 0.139,
'  LS                                                            1s.2p                  1P*'
'  LS                                                              1s.12d                1D'
'_          He Kurucz NLTE  He               1 wl:K   1 gf:K   1 K   1 K   1 K   1 K   1 K   1 K   1 K'
'He 1',        3787.4230, -3.306, 21.2180,  1.0, 24.4907,  0.0, 99.000, 99.000, 99.000, 9.300, 0.000, 0.000, 0.017,
'  LS                                                            1s.2p                  1P*'
'  LS                                                              1s.12s                1S'
'_          He Kurucz NLTE  He               1 wl:K   1 gf:K   1 K   1 K   1 K   1 K   1 K   1 K   1 K'
'O 3',         3791.2750, -0.617, 33.1824,  2.0, 36.4517,  2.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.137,
'  LS                                                          2s2.2p.(2P*).3s          3P*'
'  LS                                                              2s2.2p.(2P*).3p       3D'
'NC+        CNO, Na 1, Mg 1:O+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 KP   5 KP   5 KP   5 KP   4 NIST10'
'Si 3',        3791.4390, -0.093, 21.7258,  0.0, 24.9949,  1.0, 99.000, 99.000, 99.000, 8.720, 0.000, 0.000, 0.244,
'  LS                                                            3s.4p                  3P*'
'  LS                                                              3s.4d                 3D'
'_          Li 1 - K 5 Bell Si+2             5 wl:BBCB   5 gf:BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB'
'O 2',         3794.3610, -1.227, 26.5537,  0.5, 29.8204,  1.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.033,
'  LS                                                          2s2.2p2.(3P).3p          2P*'
'  LS                                                              2s2.2p2.(3P).4s       2P'
'NC         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'O 2',         3794.4870, -1.019, 26.5537,  0.5, 29.8202,  1.5, 99.000, 99.000, 99.000, 9.040,-5.070, 0.000, 0.051,
'  LS                                                            2s2.2p2.(3P).3p        2P*'
'  LS                                                              2s2.2p2.(3P).4s       2P'
'_          Li 1 - K 5 Bell O+               5 wl:WSG   5 gf:WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG'
'S 3',         3794.6800, -1.260, 18.3113,  2.0, 21.5777,  1.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.059,
'  LS                                                            3s2.3p.3d              3D*'
'  LS                                                              3s2.3p.4p             3S'
'_          Li 1 - K 5 Bell S+2              5 wl:KP   5 gf:KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP   5 KP'
'Si 3',        3796.1240,  0.257, 21.7299,  1.0, 24.9950,  2.0, 99.000, 99.000, 99.000, 8.720, 0.000, 0.000, 0.334,
'  LS                                                            3s.4p                  3P*'
'  LS                                                              3s.4d                 3D'
'_          Li 1 - K 5 Bell Si+2             5 wl:BBCB   5 gf:BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB'
'Si 3',        3796.2030, -0.223, 21.7299,  1.0, 24.9949,  1.0, 99.000, 99.000, 99.000, 8.720, 0.000, 0.000, 0.207,
'  LS                                                            3s.4p                  3P*'
'  LS                                                              3s.4d                 3D'
'_          Li 1 - K 5 Bell Si+2             5 wl:BBCB   5 gf:BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB'
'He 2',        3796.3370, -1.489, 51.0168,  3.5, 54.2817,  4.5, 99.000, 99.000, 99.000,10.000, 0.000, 0.000, 0.038,
'                                                                                       n=4'
'                                                                                      n=20'
'_          He Kurucz NLTE  He+              1 wl:CDROM18   1 gf:CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18'
'H 1',         3797.8700, -2.131, 10.1988,  0.5, 13.4625,  1.5, 99.000, 99.000, 99.000, 8.000, 2.000,10.000, 0.372,
'                                                                                    2p 2P*'
'                                                                                    10d 2D'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3797.8704, -3.650, 10.1988,  0.5, 13.4625,  0.5, 99.000, 99.000, 99.000, 8.000, 2.000,10.000, 0.045,
'                                                                                    2p 2P*'
'                                                                                    10s 2S'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3797.8751, -2.274, 10.1988,  0.5, 13.4625,  1.5, 99.000, 99.000, 99.000, 8.000, 2.000,10.000, 0.355,
'                                                                                     2s 2S'
'                                                                                   10p 2P*'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3797.8756, -2.575, 10.1988,  0.5, 13.4625,  0.5, 99.000, 99.000, 99.000, 8.000, 2.000,10.000, 0.272,
'                                                                                     2s 2S'
'                                                                                   10p 2P*'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3797.9227, -1.876, 10.1989,  1.5, 13.4625,  2.5, 99.000, 99.000, 99.000, 8.000, 2.000,10.000, 0.429,
'                                                                                    2p 2P*'
'                                                                                    10d 2D'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3797.9228, -2.830, 10.1989,  1.5, 13.4625,  1.5, 99.000, 99.000, 99.000, 8.000, 2.000,10.000, 0.201,
'                                                                                    2p 2P*'
'                                                                                    10d 2D'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'H 1',         3797.9232, -3.349, 10.1989,  1.5, 13.4625,  0.5, 99.000, 99.000, 99.000, 8.000, 2.000,10.000, 0.084,
'                                                                                    2p 2P*'
'                                                                                    10s 2S'
'NAAA       NIST+Kurucz HlinH                3 wl:Kra2010   3 gf:Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010   3 Kra2010'
'Ne 2',        3799.9645, -0.490, 31.5124,  1.5, 34.7743,  1.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.038,
'  LS                                                       2s2.2p4.(3P).3p             2P*'
'  LS                                                         2s2.2p4.(3P).3d            2D'
'ND         Ne 1-9 NIST dataNe+              2 wl:NIST10   2 gf:NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10'
'O 2',         3802.9850, -0.529, 26.5611,  1.5, 29.8204,  1.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.126,
'  LS                                                          2s2.2p2.(3P).3p          2P*'
'  LS                                                              2s2.2p2.(3P).4s       2P'
'NC         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'O 2',         3803.1110, -0.319, 26.5611,  1.5, 29.8202,  1.5, 99.000, 99.000, 99.000, 9.050,-5.070, 0.000, 0.173,
'  LS                                                            2s2.2p2.(3P).3p        2P*'
'  LS                                                              2s2.2p2.(3P).4s       2P'
'_          Li 1 - K 5 Bell O+               5 wl:WSG   5 gf:WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG'
'He 1',        3805.7430, -2.094, 21.2180,  1.0, 24.4749,  2.0, 99.000, 99.000, 99.000, 9.300,-1.500, 0.000, 0.162,
'  LS                                                            1s.2p                  1P*'
'  LS                                                              1s.11d                1D'
'_          He Kurucz NLTE  He               1 wl:K   1 gf:K   1 K   1 K   1 K   1 K   1 K   1 K   1 K'
'C 3',         3806.1200, -0.731, 42.6794,  2.0, 45.9360,  3.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.014,
'  LS                                                          1s2.2s.5p                3P*'
'  LS                                                              1s2.2s.8d             3D'
'NB         CNO, Na 1, Mg 1:C+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'Si 3',        3806.5260,  0.527, 21.7389,  2.0, 24.9951,  3.0, 99.000, 99.000, 99.000, 8.720, 0.000, 0.000, 0.385,
'  LS                                                            3s.4p                  3P*'
'  LS                                                              3s.4d                 3D'
'_          Li 1 - K 5 Bell Si+2             5 wl:BBCB   5 gf:BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB'
'Si 3',        3806.7000, -0.223, 21.7389,  2.0, 24.9950,  2.0, 99.000, 99.000, 99.000, 8.720, 0.000, 0.000, 0.206,
'  LS                                                            3s.4p                  3P*'
'  LS                                                              3s.4d                 3D'
'_          Li 1 - K 5 Bell Si+2             5 wl:BBCB   5 gf:BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB'
'Si 3',        3806.7790, -1.393, 21.7389,  2.0, 24.9949,  1.0, 99.000, 99.000, 99.000, 8.720, 0.000, 0.000, 0.023,
'  LS                                                            3s.4p                  3P*'
'  LS                                                              3s.4d                 3D'
'_          Li 1 - K 5 Bell Si+2             5 wl:BBCB   5 gf:BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB   5 BBCB'
'He 1',        3809.1040, -3.193, 21.2180,  1.0, 24.4721,  0.0, 99.000, 99.000, 99.000, 9.300, 0.000, 0.000, 0.021,
'  LS                                                            1s.2p                  1P*'
'  LS                                                              1s.11s                1S'
'_          He Kurucz NLTE  He               1 wl:K   1 gf:K   1 K   1 K   1 K   1 K   1 K   1 K   1 K'
'O 3',         3810.9850, -1.810, 33.1824,  2.0, 36.4348,  1.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.030,
'  LS                                                          2s2.2p.(2P*).3s          3P*'
'  LS                                                              2s2.2p.(2P*).3p       3D'
'NC+        CNO, Na 1, Mg 1:O+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 KP   5 KP   5 KP   5 KP   4 NIST10'
'Zn 3',        3812.7130,  0.773, 29.0837,  4.0, 32.3347,  3.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.028,
'  LS                                              3d9.5p                               3F*'
'  JJ                                                   3d9.(2D<5/2>).6s.<1/2>    (5/2,1/2)'
'_          Cu 1 - Ba 2 BellZn+2             6 wl:KP   6 gf:KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP'
'He 2',        3813.5030, -1.416, 51.0168,  3.5, 54.2670,  4.5, 99.000, 99.000, 99.000,10.000, 0.000, 0.000, 0.041,
'                                                                                       n=4'
'                                                                                      n=19'
'_          He Kurucz NLTE  He+              1 wl:CDROM18   1 gf:CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18   1 CDROM18'
'O 3',         3816.7510, -1.200, 38.0118,  2.0, 41.2593,  1.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.022,
'  LS                                                           2s2.2p.(2P*).3p          1D'
'  LS                                                             2s2.2p.(2P*).3d       1P*'
'NC         CNO, Na 1, Mg 1:O+2              4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 KP   5 KP   5 KP   5 KP   4 NIST10'
'Ne 2',        3818.4236, -0.270, 31.5282,  0.5, 34.7743,  1.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.058,
'  LS                                                       2s2.2p4.(3P).3p             2P*'
'  LS                                                         2s2.2p4.(3P).3d            2D'
'ND         Ne 1-9 NIST dataNe+              2 wl:NIST10   2 gf:NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10'
'C 3',         3818.6840,  0.078, 47.6602,  2.0, 50.9061,  3.0, 99.000, 99.000, 99.000, 9.640, 0.000, 0.000, 0.014,
'  LS                                                             1s2.2p.(2P*).4p        3P'
'  LS                                                             1s2.2p.(2P*).5d       3D*'
'_          Li 1 - K 5 Bell C+2              5 wl:FTa   5 gf:FTa   5 FTa   5 FTa   5 FTa   5 FTa   5 FTa   5 FTa   5 FTa'
'He 1',        3819.6020, -2.964, 20.9641,  2.0, 24.2092,  1.0, 99.000, 99.000, 99.000, 0.000,-3.070, 0.000, 0.038,
'  LS                                                            1s.2p                  3P*'
'  LS                                                              1s.6d                 3D'
'_          He Kurucz NLTE  He               1 wl:WSG   1 gf:WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG'
'He 1',        3819.6030, -1.794, 20.9641,  2.0, 24.2092,  2.0, 99.000, 99.000, 99.000, 0.000,-3.070, 0.000, 0.239,
'  LS                                                            1s.2p                  3P*'
'  LS                                                              1s.6d                 3D'
'_          He Kurucz NLTE  He               1 wl:WSG   1 gf:WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG'
'He 1',        3819.6030, -1.044, 20.9641,  2.0, 24.2092,  3.0, 99.000, 99.000, 99.000, 0.000,-3.070, 0.000, 0.374,
'  LS                                                            1s.2p                  3P*'
'  LS                                                              1s.6d                 3D'
'_          He Kurucz NLTE  He               1 wl:WSG   1 gf:WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG'
'He 1',        3819.6130, -1.794, 20.9641,  1.0, 24.2092,  1.0, 99.000, 99.000, 99.000, 0.000,-3.070, 0.000, 0.239,
'  LS                                                            1s.2p                  3P*'
'  LS                                                              1s.6d                 3D'
'_          He Kurucz NLTE  He               1 wl:WSG   1 gf:WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG'
'He 1',        3819.6140, -1.314, 20.9641,  1.0, 24.2092,  2.0, 99.000, 99.000, 99.000, 0.000,-3.070, 0.000, 0.333,
'  LS                                                            1s.2p                  3P*'
'  LS                                                              1s.6d                 3D'
'_          He Kurucz NLTE  He               1 wl:WSG   1 gf:WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG'
'He 1',        3819.7580, -1.664, 20.9642,  0.0, 24.2092,  1.0, 99.000, 99.000, 99.000, 0.000,-3.070, 0.000, 0.266,
'  LS                                                            1s.2p                  3P*'
'  LS                                                              1s.6d                 3D'
'_          He Kurucz NLTE  He               1 wl:WSG   1 gf:WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG   1 WSG'
'O 2',         3821.5320, -0.929, 26.5537,  0.5, 29.7971,  0.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.061,
'  LS                                                          2s2.2p2.(3P).3p          2P*'
'  LS                                                              2s2.2p2.(3P).4s       2P'
'NC         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'O 2',         3821.6900, -0.719, 26.5537,  0.5, 29.7970,  0.5, 99.000, 99.000, 99.000, 9.050,-5.070, 0.000, 0.090,
'  LS                                                            2s2.2p2.(3P).3p        2P*'
'  LS                                                              2s2.2p2.(3P).4s       2P'
'_          Li 1 - K 5 Bell O+               5 wl:WSG   5 gf:WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG   5 WSG'
'Zn 3',        3824.4110,  0.244, 29.1198,  1.0, 32.3608,  2.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.010,
'  LS                                              3d9.5p                               3P*'
'  JJ                                                   3d9.(2D<5/2>).6s.<1/2>    (5/2,1/2)'
'_          Cu 1 - Ba 2 BellZn+2             6 wl:KP   6 gf:KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP'
'Ne 2',        3829.7503,  0.040, 31.5124,  1.5, 34.7489,  2.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.101,
'  LS                                                       2s2.2p4.(3P).3p             2P*'
'  LS                                                         2s2.2p4.(3P).3d            2D'
'ND         Ne 1-9 NIST dataNe+              2 wl:NIST10   2 gf:NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10   2 NIST10'
'N 2',         3829.7950, -0.575, 21.1527,  1.0, 24.3891,  2.0, 99.000, 99.000, 99.000, 8.820,-5.010, 0.000, 0.028,
'  LS                                                           2s2.2p.3p                3P'
'  LS                                                             2s2.2p.4s             3P*'
'NB         CNO, Na 1, Mg 1:N+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   5 WSG   5 WSG   5 WSG   5 WSG   4 NIST10'
'O 2',         3830.2900, -1.233, 26.5611,  1.5, 29.7971,  0.5, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.032,
'  LS                                                          2s2.2p2.(3P).3p          2P*'
'  LS                                                              2s2.2p2.(3P).4s       2P'
'NC         CNO, Na 1, Mg 1:O+               4 wl:NIST10   4 gf:NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10   4 NIST10'
'Zn 3',        3830.4190,  0.653, 29.4639,  3.0, 32.6999,  2.0, 99.000, 99.000, 99.000, 0.000, 0.000, 0.000, 0.020,
'  LS                                              3d9.5p                               1F*'
'  JJ                                                   3d9.(2D<3/2>).6s.<1/2>    (3/2,1/2)'
'_          Cu 1 - Ba 2 BellZn+2             6 wl:KP   6 gf:KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP   6 KP'
'O 2',         3830.4380, -1.019, 26.5611,  1.5, 29.7970,  0.5, 99.000, 99.000, 99.000, 9.060,-5.070, 0.000, 0.050,
'  LS                                                            2s2.2p2.(3P).3p        2P*'
